y4_hhid,domain,strataid,clusterid,clustertype,y4_weights,regcode,regname,discode,disname,intdy,intmo,intyr
5049-001,2,3,20310207005,2,5889.29541015625,2,ARUSHA,3,ARUSHA MJINI,14,5,2015
5050-001,2,3,20310207005,2,5889.29541015625,2,ARUSHA,3,ARUSHA MJINI,13,5,2015
5051-001,2,3,20310207005,2,5889.29541015625,2,ARUSHA,3,ARUSHA MJINI,13,5,2015
5052-001,2,3,20310207005,2,5889.29541015625,2,ARUSHA,3,ARUSHA MJINI,13,5,2015
5053-001,2,3,20310207005,2,5889.29541015625,2,ARUSHA,3,ARUSHA MJINI,13,5,2015
5054-001,2,3,20310207005,2,5889.29541015625,2,ARUSHA,3,ARUSHA MJINI,14,5,2015
5066-001,3,4,20505101001,1,4201.28857421875,2,ARUSHA,5,NGORONGORO,1,7,2015
5067-001,3,4,20505101001,1,4201.28857421875,2,ARUSHA,5,NGORONGORO,1,7,2015
5068-001,3,4,20505101001,1,4201.28857421875,2,ARUSHA,5,NGORONGORO,1,7,2015
5069-001,3,4,20505101001,1,4201.28857421875,2,ARUSHA,5,NGORONGORO,30,6,2015
5070-001,3,4,20505101001,1,4201.28857421875,2,ARUSHA,5,NGORONGORO,30,6,2015
5071-001,3,4,20505101001,1,4201.28857421875,2,ARUSHA,5,NGORONGORO,30,6,2015
5072-001,3,4,20505101001,1,4201.28857421875,2,ARUSHA,5,NGORONGORO,30,6,2015
5073-001,3,4,20505101001,1,4201.28857421875,2,ARUSHA,5,NGORONGORO,30,6,2015
5085-001,3,4,20611102003,1,3409.07055664063,2,ARUSHA,6,ARUSHA,27,5,2015
5086-001,3,4,20611102003,1,3409.07055664063,2,ARUSHA,6,ARUSHA,27,5,2015
5087-001,3,4,20611102003,1,3409.07055664063,2,ARUSHA,6,ARUSHA,28,5,2015
5088-001,3,4,20611102003,1,3409.07055664063,2,ARUSHA,6,ARUSHA,27,5,2015
5089-001,3,4,20611102003,1,3409.07055664063,2,ARUSHA,6,ARUSHA,28,5,2015
5090-001,3,4,20611102003,1,3409.07055664063,2,ARUSHA,6,ARUSHA,27,5,2015
5091-001,3,4,20611102003,1,3409.07055664063,2,ARUSHA,6,ARUSHA,28,5,2015
5092-001,3,4,20611102003,1,3409.07055664063,2,ARUSHA,6,ARUSHA,27,5,2015
5104-001,1,13,70102206016,2,2083.18969726563,7,DAR ES SALAAM,1,KINONDONI,28,4,2015
5105-001,1,13,70102206016,2,2083.18969726563,7,DAR ES SALAAM,1,KINONDONI,28,4,2015
5106-001,1,13,70102206016,2,2083.18969726563,7,DAR ES SALAAM,1,KINONDONI,28,4,2015
5107-001,1,13,70102206016,2,2083.18969726563,7,DAR ES SALAAM,1,KINONDONI,28,4,2015
5108-001,1,13,70102206016,2,2083.18969726563,7,DAR ES SALAAM,1,KINONDONI,28,4,2015
5109-001,1,13,70102206016,2,2083.18969726563,7,DAR ES SALAAM,1,KINONDONI,28,4,2015
5110-001,1,13,70102206016,2,2083.18969726563,7,DAR ES SALAAM,1,KINONDONI,28,4,2015
5111-001,1,13,70102206016,2,2083.18969726563,7,DAR ES SALAAM,1,KINONDONI,29,4,2015
5124-001,1,13,70105203017,2,2240.78344726563,7,DAR ES SALAAM,1,KINONDONI,27,8,2015
5125-001,1,13,70105203017,2,2240.78344726563,7,DAR ES SALAAM,1,KINONDONI,28,8,2015
5127-001,1,13,70105203017,2,2240.78344726563,7,DAR ES SALAAM,1,KINONDONI,27,8,2015
5128-001,1,13,70105203017,2,2240.78344726563,7,DAR ES SALAAM,1,KINONDONI,27,8,2015
5130-001,1,13,70105203017,2,2240.78344726563,7,DAR ES SALAAM,1,KINONDONI,27,8,2015
5131-001,1,13,70105203017,2,2240.78344726563,7,DAR ES SALAAM,1,KINONDONI,27,8,2015
5132-001,1,13,70105203017,2,2240.78344726563,7,DAR ES SALAAM,1,KINONDONI,28,8,2015
5133-001,1,13,70105203017,2,2240.78344726563,7,DAR ES SALAAM,1,KINONDONI,27,8,2015
5143-001,1,13,70108204015,2,2644.75634765625,7,DAR ES SALAAM,1,KINONDONI,1,9,2015
5144-001,1,13,70108204015,2,2644.75634765625,7,DAR ES SALAAM,1,KINONDONI,2,9,2015
5146-001,1,13,70108204015,2,2644.75634765625,7,DAR ES SALAAM,1,KINONDONI,1,9,2015
5147-001,1,13,70108204015,2,2644.75634765625,7,DAR ES SALAAM,1,KINONDONI,2,9,2015
5148-001,1,13,70108204015,2,2644.75634765625,7,DAR ES SALAAM,1,KINONDONI,1,9,2015
5149-001,1,13,70108204015,2,2644.75634765625,7,DAR ES SALAAM,1,KINONDONI,1,9,2015
5152-001,1,13,70108204015,2,2644.75634765625,7,DAR ES SALAAM,1,KINONDONI,1,9,2015
5153-001,1,13,70108204015,2,2644.75634765625,7,DAR ES SALAAM,1,KINONDONI,1,9,2015
5162-001,1,13,70110205003,2,2570.26318359375,7,DAR ES SALAAM,1,KINONDONI,5,9,2015
5163-001,1,13,70110205003,2,2570.26318359375,7,DAR ES SALAAM,1,KINONDONI,4,9,2015
5164-001,1,13,70110205003,2,2570.26318359375,7,DAR ES SALAAM,1,KINONDONI,4,9,2015
5166-001,1,13,70110205003,2,2570.26318359375,7,DAR ES SALAAM,1,KINONDONI,5,9,2015
5168-001,1,13,70110205003,2,2570.26318359375,7,DAR ES SALAAM,1,KINONDONI,4,9,2015
5169-001,1,13,70110205003,2,2570.26318359375,7,DAR ES SALAAM,1,KINONDONI,4,9,2015
5170-001,1,13,70110205003,2,2570.26318359375,7,DAR ES SALAAM,1,KINONDONI,4,9,2015
5171-001,1,13,70110205003,2,2570.26318359375,7,DAR ES SALAAM,1,KINONDONI,4,8,2015
5180-001,1,13,70112203004,2,2141.2890625,7,DAR ES SALAAM,1,KINONDONI,16,9,2015
5181-001,1,13,70112203004,2,2141.2890625,7,DAR ES SALAAM,1,KINONDONI,15,9,2015
5182-001,1,13,70112203004,2,2141.2890625,7,DAR ES SALAAM,1,KINONDONI,17,9,2015
5183-001,1,13,70112203004,2,2141.2890625,7,DAR ES SALAAM,1,KINONDONI,17,9,2015
5184-001,1,13,70112203004,2,2141.2890625,7,DAR ES SALAAM,1,KINONDONI,16,9,2015
5186-001,1,13,70112203004,2,2141.2890625,7,DAR ES SALAAM,1,KINONDONI,16,9,2015
5187-001,1,13,70112203004,2,2141.2890625,7,DAR ES SALAAM,1,KINONDONI,16,9,2015
5188-001,1,13,70112203004,2,2141.2890625,7,DAR ES SALAAM,1,KINONDONI,17,9,2015
5200-001,1,13,70115202026,2,2353.13037109375,7,DAR ES SALAAM,1,KINONDONI,3,6,2015
5201-001,1,13,70115202026,2,2353.13037109375,7,DAR ES SALAAM,1,KINONDONI,3,6,2015
5202-001,1,13,70115202026,2,2353.13037109375,7,DAR ES SALAAM,1,KINONDONI,3,6,2015
5203-001,1,13,70115202026,2,2353.13037109375,7,DAR ES SALAAM,1,KINONDONI,3,6,2015
5204-001,1,13,70115202026,2,2353.13037109375,7,DAR ES SALAAM,1,KINONDONI,3,6,2015
5205-001,1,13,70115202026,2,2353.13037109375,7,DAR ES SALAAM,1,KINONDONI,3,6,2015
5206-001,1,13,70115202026,2,2353.13037109375,7,DAR ES SALAAM,1,KINONDONI,3,6,2015
5207-001,1,13,70115202026,2,2353.13037109375,7,DAR ES SALAAM,1,KINONDONI,3,6,2015
5218-001,1,13,70117202020,2,2254.28686523438,7,DAR ES SALAAM,1,KINONDONI,25,4,2015
5219-001,1,13,70117202020,2,2254.28686523438,7,DAR ES SALAAM,1,KINONDONI,25,4,2015
5220-001,1,13,70117202020,2,2254.28686523438,7,DAR ES SALAAM,1,KINONDONI,25,4,2015
5221-001,1,13,70117202020,2,2254.28686523438,7,DAR ES SALAAM,1,KINONDONI,24,4,2015
5222-001,1,13,70117202020,2,2254.28686523438,7,DAR ES SALAAM,1,KINONDONI,25,4,2015
5223-001,1,13,70117202020,2,2254.28686523438,7,DAR ES SALAAM,1,KINONDONI,25,4,2015
5224-001,1,13,70117202020,2,2254.28686523438,7,DAR ES SALAAM,1,KINONDONI,25,4,2015
5228-001,1,13,70117202020,2,2254.28686523438,7,DAR ES SALAAM,1,KINONDONI,25,4,2015
5238-001,1,13,70120201023,2,1861.57385253906,7,DAR ES SALAAM,1,KINONDONI,9,6,2015
5240-001,1,13,70120201023,2,1861.57385253906,7,DAR ES SALAAM,1,KINONDONI,9,6,2015
5241-001,1,13,70120201023,2,1861.57385253906,7,DAR ES SALAAM,1,KINONDONI,9,6,2015
5242-001,1,13,70120201023,2,1861.57385253906,7,DAR ES SALAAM,1,KINONDONI,9,6,2015
5243-001,1,13,70120201023,2,1861.57385253906,7,DAR ES SALAAM,1,KINONDONI,9,6,2015
5244-001,1,13,70120201023,2,1861.57385253906,7,DAR ES SALAAM,1,KINONDONI,9,6,2015
5245-001,1,13,70120201023,2,1861.57385253906,7,DAR ES SALAAM,1,KINONDONI,9,6,2015
5246-001,1,13,70120201023,2,1861.57385253906,7,DAR ES SALAAM,1,KINONDONI,9,6,2015
5256-001,1,13,70122203015,2,2390.89501953125,7,DAR ES SALAAM,1,KINONDONI,15,4,2015
5257-001,1,13,70122203015,2,2390.89501953125,7,DAR ES SALAAM,1,KINONDONI,14,4,2015
5258-001,1,13,70122203015,2,2390.89501953125,7,DAR ES SALAAM,1,KINONDONI,12,4,2015
5259-001,1,13,70122203015,2,2390.89501953125,7,DAR ES SALAAM,1,KINONDONI,12,4,2015
5260-001,1,13,70122203015,2,2390.89501953125,7,DAR ES SALAAM,1,KINONDONI,14,4,2015
5261-001,1,13,70122203015,2,2390.89501953125,7,DAR ES SALAAM,1,KINONDONI,14,4,2015
5262-001,1,13,70122203015,2,2390.89501953125,7,DAR ES SALAAM,1,KINONDONI,14,4,2015
5263-001,1,13,70122203015,2,2390.89501953125,7,DAR ES SALAAM,1,KINONDONI,15,4,2015
5275-001,1,13,70124205037,2,2627.73193359375,7,DAR ES SALAAM,1,KINONDONI,14,7,2015
5276-001,1,13,70124205037,2,2627.73193359375,7,DAR ES SALAAM,1,KINONDONI,14,7,2015
5277-001,1,13,70124205037,2,2627.73193359375,7,DAR ES SALAAM,1,KINONDONI,14,7,2015
5278-001,1,13,70124205037,2,2627.73193359375,7,DAR ES SALAAM,1,KINONDONI,14,7,2015
5279-001,1,13,70124205037,2,2627.73193359375,7,DAR ES SALAAM,1,KINONDONI,14,7,2015
5280-001,1,13,70124205037,2,2627.73193359375,7,DAR ES SALAAM,1,KINONDONI,14,7,2015
5281-001,1,13,70124205037,2,2627.73193359375,7,DAR ES SALAAM,1,KINONDONI,14,7,2015
5283-001,1,13,70124205037,2,2627.73193359375,7,DAR ES SALAAM,1,KINONDONI,14,7,2015
5294-001,1,13,70126206053,2,3765.4921875,7,DAR ES SALAAM,1,KINONDONI,22,7,2015
5295-001,1,13,70126206053,2,3765.4921875,7,DAR ES SALAAM,1,KINONDONI,22,7,2015
5296-001,1,13,70126206053,2,3765.4921875,7,DAR ES SALAAM,1,KINONDONI,22,7,2015
5298-001,1,13,70126206053,2,3765.4921875,7,DAR ES SALAAM,1,KINONDONI,22,7,2015
5299-001,1,13,70126206053,2,3765.4921875,7,DAR ES SALAAM,1,KINONDONI,22,7,2015
5300-001,1,13,70126206053,2,3765.4921875,7,DAR ES SALAAM,1,KINONDONI,22,7,2015
5302-001,1,13,70126206053,2,3765.4921875,7,DAR ES SALAAM,1,KINONDONI,22,7,2015
5303-001,1,13,70126206053,2,3765.4921875,7,DAR ES SALAAM,1,KINONDONI,22,7,2015
5313-001,1,13,70128207036,2,2039.77124023438,7,DAR ES SALAAM,1,KINONDONI,24,7,2015
5314-001,1,13,70128207036,2,2039.77124023438,7,DAR ES SALAAM,1,KINONDONI,23,7,2015
5316-001,1,13,70128207036,2,2039.77124023438,7,DAR ES SALAAM,1,KINONDONI,22,7,2015
5317-001,1,13,70128207036,2,2039.77124023438,7,DAR ES SALAAM,1,KINONDONI,23,7,2015
5318-001,1,13,70128207036,2,2039.77124023438,7,DAR ES SALAAM,1,KINONDONI,23,7,2015
5319-001,1,13,70128207036,2,2039.77124023438,7,DAR ES SALAAM,1,KINONDONI,24,7,2015
5320-001,1,13,70128207036,2,2039.77124023438,7,DAR ES SALAAM,1,KINONDONI,23,7,2015
5323-001,1,13,70128207036,2,2039.77124023438,7,DAR ES SALAAM,1,KINONDONI,24,7,2015
5332-001,1,13,70130204030,2,3718.63989257813,7,DAR ES SALAAM,1,KINONDONI,8,8,2015
5333-001,1,13,70130204030,2,3718.63989257813,7,DAR ES SALAAM,1,KINONDONI,8,8,2015
5334-001,1,13,70130204030,2,3718.63989257813,7,DAR ES SALAAM,1,KINONDONI,9,8,2015
5335-001,1,13,70130204030,2,3718.63989257813,7,DAR ES SALAAM,1,KINONDONI,9,8,2015
5336-001,1,13,70130204030,2,3718.63989257813,7,DAR ES SALAAM,1,KINONDONI,8,8,2015
5337-001,1,13,70130204030,2,3718.63989257813,7,DAR ES SALAAM,1,KINONDONI,8,8,2015
5339-001,1,13,70130204030,2,3718.63989257813,7,DAR ES SALAAM,1,KINONDONI,8,8,2015
5340-001,1,13,70130204030,2,3718.63989257813,7,DAR ES SALAAM,1,KINONDONI,9,8,2015
5351-001,1,13,70134203030,2,1828.33142089844,7,DAR ES SALAAM,1,KINONDONI,16,6,2015
5352-001,1,13,70134203030,2,1828.33142089844,7,DAR ES SALAAM,1,KINONDONI,15,6,2015
5353-001,1,13,70134203030,2,1828.33142089844,7,DAR ES SALAAM,1,KINONDONI,16,6,2015
5354-001,1,13,70134203030,2,1828.33142089844,7,DAR ES SALAAM,1,KINONDONI,16,6,2015
5355-001,1,13,70134203030,2,1828.33142089844,7,DAR ES SALAAM,1,KINONDONI,16,6,2015
5357-001,1,13,70134203030,2,1828.33142089844,7,DAR ES SALAAM,1,KINONDONI,16,6,2015
5358-001,1,13,70134203030,2,1828.33142089844,7,DAR ES SALAAM,1,KINONDONI,16,6,2015
5361-001,1,13,70134203030,2,1828.33142089844,7,DAR ES SALAAM,1,KINONDONI,16,6,2015
5370-001,1,13,70201203023,2,2195.85864257813,7,DAR ES SALAAM,2,ILALA,30,7,2015
5372-001,1,13,70201203023,2,2195.85864257813,7,DAR ES SALAAM,2,ILALA,30,7,2015
5373-001,1,13,70201203023,2,2195.85864257813,7,DAR ES SALAAM,2,ILALA,31,7,2015
5374-001,1,13,70201203023,2,2195.85864257813,7,DAR ES SALAAM,2,ILALA,30,7,2015
5375-001,1,13,70201203023,2,2195.85864257813,7,DAR ES SALAAM,2,ILALA,31,7,2015
5376-001,1,13,70201203023,2,2195.85864257813,7,DAR ES SALAAM,2,ILALA,30,7,2015
5377-001,1,13,70201203023,2,2195.85864257813,7,DAR ES SALAAM,2,ILALA,30,7,2015
5379-001,1,13,70201203023,2,2195.85864257813,7,DAR ES SALAAM,2,ILALA,31,7,2015
5391-001,1,13,70204203066,2,1800.20324707031,7,DAR ES SALAAM,2,ILALA,23,8,2015
5392-001,1,13,70204203066,2,1800.20324707031,7,DAR ES SALAAM,2,ILALA,22,8,2015
5393-001,1,13,70204203066,2,1800.20324707031,7,DAR ES SALAAM,2,ILALA,23,8,2015
5395-001,1,13,70204203066,2,1800.20324707031,7,DAR ES SALAAM,2,ILALA,22,8,2015
5396-001,1,13,70204203066,2,1800.20324707031,7,DAR ES SALAAM,2,ILALA,22,8,2015
5397-001,1,13,70204203066,2,1800.20324707031,7,DAR ES SALAAM,2,ILALA,23,8,2015
5399-001,1,13,70204203066,2,1800.20324707031,7,DAR ES SALAAM,2,ILALA,22,8,2015
5400-001,1,13,70204203066,2,1800.20324707031,7,DAR ES SALAAM,2,ILALA,22,8,2015
5408-001,1,13,70207202031,2,2012.1318359375,7,DAR ES SALAAM,2,ILALA,5,5,2015
5409-001,1,13,70207202031,2,2012.1318359375,7,DAR ES SALAAM,2,ILALA,5,5,2015
5410-001,1,13,70207202031,2,2012.1318359375,7,DAR ES SALAAM,2,ILALA,5,5,2015
5411-001,1,13,70207202031,2,2012.1318359375,7,DAR ES SALAAM,2,ILALA,5,5,2015
5412-001,1,13,70207202031,2,2012.1318359375,7,DAR ES SALAAM,2,ILALA,6,5,2015
5413-001,1,13,70207202031,2,2012.1318359375,7,DAR ES SALAAM,2,ILALA,5,5,2015
5414-001,1,13,70207202031,2,2012.1318359375,7,DAR ES SALAAM,2,ILALA,5,5,2015
5415-001,1,13,70207202031,2,2012.1318359375,7,DAR ES SALAAM,2,ILALA,5,5,2015
5427-001,1,13,70209201005,2,1457.06103515625,7,DAR ES SALAAM,2,ILALA,20,6,2015
5428-001,1,13,70209201005,2,1457.06103515625,7,DAR ES SALAAM,2,ILALA,20,6,2015
5429-001,1,13,70209201005,2,1457.06103515625,7,DAR ES SALAAM,2,ILALA,21,6,2015
5430-001,1,13,70209201005,2,1457.06103515625,7,DAR ES SALAAM,2,ILALA,21,6,2015
5431-001,1,13,70209201005,2,1457.06103515625,7,DAR ES SALAAM,2,ILALA,20,6,2015
5432-001,1,13,70209201005,2,1457.06103515625,7,DAR ES SALAAM,2,ILALA,20,6,2015
5433-001,1,13,70209201005,2,1457.06103515625,7,DAR ES SALAAM,2,ILALA,21,6,2015
5434-001,1,13,70209201005,2,1457.06103515625,7,DAR ES SALAAM,2,ILALA,21,6,2015
5446-001,1,13,70210204001,2,1415.482421875,7,DAR ES SALAAM,2,ILALA,10,5,2015
5447-001,1,13,70210204001,2,1415.482421875,7,DAR ES SALAAM,2,ILALA,6,5,2015
5448-001,1,13,70210204001,2,1415.482421875,7,DAR ES SALAAM,2,ILALA,6,5,2015
5449-001,1,13,70210204001,2,1415.482421875,7,DAR ES SALAAM,2,ILALA,7,5,2015
5450-001,1,13,70210204001,2,1415.482421875,7,DAR ES SALAAM,2,ILALA,6,5,2015
5451-001,1,13,70210204001,2,1415.482421875,7,DAR ES SALAAM,2,ILALA,4,6,2015
5456-001,1,13,70210204001,2,1415.482421875,7,DAR ES SALAAM,2,ILALA,6,5,2015
5458-001,1,13,70210204001,2,1415.482421875,7,DAR ES SALAAM,2,ILALA,6,5,2015
5467-001,1,13,70219202045,2,1640.81030273438,7,DAR ES SALAAM,2,ILALA,5,8,2015
5468-001,1,13,70219202045,2,1640.81030273438,7,DAR ES SALAAM,2,ILALA,4,8,2015
5469-001,1,13,70219202045,2,1640.81030273438,7,DAR ES SALAAM,2,ILALA,5,8,2015
5471-001,1,13,70219202045,2,1640.81030273438,7,DAR ES SALAAM,2,ILALA,4,8,2015
5473-001,1,13,70219202045,2,1640.81030273438,7,DAR ES SALAAM,2,ILALA,4,8,2015
5474-001,1,13,70219202045,2,1640.81030273438,7,DAR ES SALAAM,2,ILALA,4,8,2015
5475-001,1,13,70219202045,2,1640.81030273438,7,DAR ES SALAAM,2,ILALA,5,8,2015
5476-001,1,13,70219202045,2,1640.81030273438,7,DAR ES SALAAM,2,ILALA,4,8,2015
5484-001,1,13,70220205008,2,1762.69909667969,7,DAR ES SALAAM,2,ILALA,16,6,2015
5485-001,1,13,70220205008,2,1762.69909667969,7,DAR ES SALAAM,2,ILALA,16,6,2015
5486-001,1,13,70220205008,2,1762.69909667969,7,DAR ES SALAAM,2,ILALA,16,6,2015
5487-001,1,13,70220205008,2,1762.69909667969,7,DAR ES SALAAM,2,ILALA,16,6,2015
5488-001,1,13,70220205008,2,1762.69909667969,7,DAR ES SALAAM,2,ILALA,16,6,2015
5489-001,1,13,70220205008,2,1762.69909667969,7,DAR ES SALAAM,2,ILALA,17,6,2015
5490-001,1,13,70220205008,2,1762.69909667969,7,DAR ES SALAAM,2,ILALA,18,6,2015
5491-001,1,13,70220205008,2,1762.69909667969,7,DAR ES SALAAM,2,ILALA,17,6,2015
5503-001,1,13,70223201031,2,3288.16186523438,7,DAR ES SALAAM,2,ILALA,2,8,2015
5505-001,1,13,70223201031,2,3288.16186523438,7,DAR ES SALAAM,2,ILALA,19,6,2015
5507-001,1,13,70223201031,2,3288.16186523438,7,DAR ES SALAAM,2,ILALA,19,6,2015
5509-001,1,13,70223201031,2,3288.16186523438,7,DAR ES SALAAM,2,ILALA,19,6,2015
5510-001,1,13,70223201031,2,3288.16186523438,7,DAR ES SALAAM,2,ILALA,19,6,2015
5511-001,1,13,70223201031,2,3288.16186523438,7,DAR ES SALAAM,2,ILALA,19,6,2015
5513-001,1,13,70223201031,2,3288.16186523438,7,DAR ES SALAAM,2,ILALA,19,6,2015
5514-001,1,13,70223201031,2,3288.16186523438,7,DAR ES SALAAM,2,ILALA,19,6,2015
5522-001,1,13,70225202012,2,2142.28759765625,7,DAR ES SALAAM,2,ILALA,28,5,2015
5523-001,1,13,70225202012,2,2142.28759765625,7,DAR ES SALAAM,2,ILALA,28,5,2015
5524-001,1,13,70225202012,2,2142.28759765625,7,DAR ES SALAAM,2,ILALA,29,5,2015
5525-001,1,13,70225202012,2,2142.28759765625,7,DAR ES SALAAM,2,ILALA,28,5,2015
5526-001,1,13,70225202012,2,2142.28759765625,7,DAR ES SALAAM,2,ILALA,28,5,2015
5527-001,1,13,70225202012,2,2142.28759765625,7,DAR ES SALAAM,2,ILALA,28,5,2015
5528-001,1,13,70225202012,2,2142.28759765625,7,DAR ES SALAAM,2,ILALA,28,5,2015
5529-001,1,13,70225202012,2,2142.28759765625,7,DAR ES SALAAM,2,ILALA,28,5,2015
5541-001,1,13,70226204011,2,1551.31164550781,7,DAR ES SALAAM,2,ILALA,13,5,2015
5543-001,1,13,70226204011,2,1551.31164550781,7,DAR ES SALAAM,2,ILALA,13,5,2015
5544-001,1,13,70226204011,2,1551.31164550781,7,DAR ES SALAAM,2,ILALA,14,5,2015
5545-001,1,13,70226204011,2,1551.31164550781,7,DAR ES SALAAM,2,ILALA,13,5,2015
5546-001,1,13,70226204011,2,1551.31164550781,7,DAR ES SALAAM,2,ILALA,13,5,2015
5547-001,1,13,70226204011,2,1551.31164550781,7,DAR ES SALAAM,2,ILALA,14,5,2015
5548-001,1,13,70226204011,2,1551.31164550781,7,DAR ES SALAAM,2,ILALA,17,5,2015
5550-001,1,13,70226204011,2,1551.31164550781,7,DAR ES SALAAM,2,ILALA,13,5,2015
5560-001,1,13,70307201033,2,1850.90356445313,7,DAR ES SALAAM,3,TEMEKE,22,5,2015
5562-001,1,13,70307201033,2,1850.90356445313,7,DAR ES SALAAM,3,TEMEKE,22,5,2015
5563-001,1,13,70307201033,2,1850.90356445313,7,DAR ES SALAAM,3,TEMEKE,22,5,2015
5564-001,1,13,70307201033,2,1850.90356445313,7,DAR ES SALAAM,3,TEMEKE,23,5,2015
5565-001,1,13,70307201033,2,1850.90356445313,7,DAR ES SALAAM,3,TEMEKE,22,5,2015
5566-001,1,13,70307201033,2,1850.90356445313,7,DAR ES SALAAM,3,TEMEKE,22,5,2015
5567-001,1,13,70307201033,2,1850.90356445313,7,DAR ES SALAAM,3,TEMEKE,22,5,2015
5570-001,1,13,70307201033,2,1850.90356445313,7,DAR ES SALAAM,3,TEMEKE,22,5,2015
5579-001,1,13,70309201067,2,2555.25830078125,7,DAR ES SALAAM,3,TEMEKE,26,5,2015
5580-001,1,13,70309201067,2,2555.25830078125,7,DAR ES SALAAM,3,TEMEKE,26,5,2015
5581-001,1,13,70309201067,2,2555.25830078125,7,DAR ES SALAAM,3,TEMEKE,26,5,2015
5582-001,1,13,70309201067,2,2555.25830078125,7,DAR ES SALAAM,3,TEMEKE,26,5,2015
5584-001,1,13,70309201067,2,2555.25830078125,7,DAR ES SALAAM,3,TEMEKE,26,5,2015
5585-001,1,13,70309201067,2,2555.25830078125,7,DAR ES SALAAM,3,TEMEKE,26,5,2015
5586-001,1,13,70309201067,2,2555.25830078125,7,DAR ES SALAAM,3,TEMEKE,26,5,2015
5588-001,1,13,70309201067,2,2555.25830078125,7,DAR ES SALAAM,3,TEMEKE,26,5,2015
5598-001,1,13,70310205032,2,3534.77416992188,7,DAR ES SALAAM,3,TEMEKE,4,7,2015
5601-001,1,13,70310205032,2,3534.77416992188,7,DAR ES SALAAM,3,TEMEKE,4,7,2015
5602-001,1,13,70310205032,2,3534.77416992188,7,DAR ES SALAAM,3,TEMEKE,4,6,2015
5603-001,1,13,70310205032,2,3534.77416992188,7,DAR ES SALAAM,3,TEMEKE,4,7,2015
5604-001,1,13,70310205032,2,3534.77416992188,7,DAR ES SALAAM,3,TEMEKE,4,7,2015
5605-001,1,13,70310205032,2,3534.77416992188,7,DAR ES SALAAM,3,TEMEKE,4,7,2015
5606-001,1,13,70310205032,2,3534.77416992188,7,DAR ES SALAAM,3,TEMEKE,3,6,2015
5608-001,1,13,70310205032,2,3534.77416992188,7,DAR ES SALAAM,3,TEMEKE,4,7,2015
5617-001,1,13,70313201007,2,3202.56762695313,7,DAR ES SALAAM,3,TEMEKE,10,7,2015
5618-001,1,13,70313201007,2,3202.56762695313,7,DAR ES SALAAM,3,TEMEKE,9,7,2015
5619-001,1,13,70313201007,2,3202.56762695313,7,DAR ES SALAAM,3,TEMEKE,9,7,2015
5620-001,1,13,70313201007,2,3202.56762695313,7,DAR ES SALAAM,3,TEMEKE,10,7,2015
5621-001,1,13,70313201007,2,3202.56762695313,7,DAR ES SALAAM,3,TEMEKE,9,7,2015
5623-001,1,13,70313201007,2,3202.56762695313,7,DAR ES SALAAM,3,TEMEKE,9,7,2015
5627-001,1,13,70313201007,2,3202.56762695313,7,DAR ES SALAAM,3,TEMEKE,10,7,2015
5628-001,1,13,70313201007,2,3202.56762695313,7,DAR ES SALAAM,3,TEMEKE,10,7,2015
5655-001,1,13,70318202032,2,1670.32739257813,7,DAR ES SALAAM,3,TEMEKE,12,8,2015
5657-001,1,13,70318202032,2,1670.32739257813,7,DAR ES SALAAM,3,TEMEKE,15,8,2015
5658-001,1,13,70318202032,2,1670.32739257813,7,DAR ES SALAAM,3,TEMEKE,13,8,2015
5659-001,1,13,70318202032,2,1670.32739257813,7,DAR ES SALAAM,3,TEMEKE,13,8,2015
5661-001,1,13,70318202032,2,1670.32739257813,7,DAR ES SALAAM,3,TEMEKE,12,8,2015
5662-001,1,13,70318202032,2,1670.32739257813,7,DAR ES SALAAM,3,TEMEKE,12,8,2015
5663-001,1,13,70318202032,2,1670.32739257813,7,DAR ES SALAAM,3,TEMEKE,12,8,2015
5664-001,1,13,70318202032,2,1670.32739257813,7,DAR ES SALAAM,3,TEMEKE,12,8,2015
5674-001,1,13,70321202018,2,2562.78955078125,7,DAR ES SALAAM,3,TEMEKE,21,4,2015
5675-001,1,13,70321202018,2,2562.78955078125,7,DAR ES SALAAM,3,TEMEKE,21,4,2015
5676-001,1,13,70321202018,2,2562.78955078125,7,DAR ES SALAAM,3,TEMEKE,21,4,2015
5677-001,1,13,70321202018,2,2562.78955078125,7,DAR ES SALAAM,3,TEMEKE,22,4,2015
5678-001,1,13,70321202018,2,2562.78955078125,7,DAR ES SALAAM,3,TEMEKE,21,4,2015
5679-001,1,13,70321202018,2,2562.78955078125,7,DAR ES SALAAM,3,TEMEKE,21,4,2015
5680-001,1,13,70321202018,2,2562.78955078125,7,DAR ES SALAAM,3,TEMEKE,21,4,2015
5684-001,1,13,70321202018,2,2562.78955078125,7,DAR ES SALAAM,3,TEMEKE,22,4,2015
5693-001,1,13,70323207002,2,1496.87963867188,7,DAR ES SALAAM,3,TEMEKE,23,4,2015
5694-001,1,13,70323207002,2,1496.87963867188,7,DAR ES SALAAM,3,TEMEKE,24,4,2015
5695-001,1,13,70323207002,2,1496.87963867188,7,DAR ES SALAAM,3,TEMEKE,23,4,2015
5696-001,1,13,70323207002,2,1496.87963867188,7,DAR ES SALAAM,3,TEMEKE,23,4,2015
5697-001,1,13,70323207002,2,1496.87963867188,7,DAR ES SALAAM,3,TEMEKE,24,4,2015
