y4_hhid,domain,strataid,clusterid,clustertype,y4_weights
7956-001,2,36,190306202006,2,6134.98779296875
7957-001,2,36,190306202006,2,6134.98779296875
7958-001,2,36,190306202006,2,6134.98779296875
7960-001,2,36,190306202006,2,6134.98779296875
7962-001,2,36,190306202006,2,6134.98779296875
7963-001,2,36,190306202006,2,6134.98779296875
7973-001,3,37,190416104003,1,3219.3447265625
7974-001,3,37,190416104003,1,3219.3447265625
7975-001,3,37,190416104003,1,3219.3447265625
7976-001,3,37,190416104003,1,3219.3447265625
7977-001,3,37,190416104003,1,3219.3447265625
7978-001,3,37,190416104003,1,3219.3447265625
7979-001,3,37,190416104003,1,3219.3447265625
7980-001,3,37,190416104003,1,3219.3447265625
7992-001,2,36,190425214004,2,3225.09790039063
7993-001,2,36,190425214004,2,3225.09790039063
7995-001,2,36,190425214004,2,3225.09790039063
7996-001,2,36,190425214004,2,3225.09790039063
7997-001,2,36,190425214004,2,3225.09790039063
7998-001,2,36,190425214004,2,3225.09790039063
8000-001,2,36,190425214004,2,3225.09790039063
8001-001,2,36,190425214004,2,3225.09790039063
8011-001,3,37,190509104003,1,2630.79541015625
8012-001,3,37,190509104003,1,2630.79541015625
8013-001,3,37,190509104003,1,2630.79541015625
8014-001,3,37,190509104003,1,2630.79541015625
8015-001,3,37,190509104003,1,2630.79541015625
8016-001,3,37,190509104003,1,2630.79541015625
8017-001,3,37,190509104003,1,2630.79541015625
8018-001,3,37,190509104003,1,2630.79541015625
8030-001,3,37,190523102008,1,3721.0498046875
8032-001,3,37,190523102008,1,3721.0498046875
8033-001,3,37,190523102008,1,3721.0498046875
8035-001,3,37,190523102008,1,3721.0498046875
8036-001,3,37,190523102008,1,3721.0498046875
8037-001,3,37,190523102008,1,3721.0498046875
8038-001,3,37,190523102008,1,3721.0498046875
8039-001,3,37,190523102008,1,3721.0498046875
8050-001,2,36,190606206006,2,6594.95556640625
8052-001,2,36,190606206006,2,6594.95556640625
8053-001,2,36,190606206006,2,6594.95556640625
8054-001,2,36,190606206006,2,6594.95556640625
8055-001,2,36,190606206006,2,6594.95556640625
8056-001,2,36,190606206006,2,6594.95556640625
8059-001,2,36,190606206006,2,6594.95556640625
8060-001,2,36,190606206006,2,6594.95556640625
8068-001,3,37,190714101006,1,2652.53759765625
8069-001,3,37,190714101006,1,2652.53759765625
8070-001,3,37,190714101006,1,2652.53759765625
8071-001,3,37,190714101006,1,2652.53759765625
8073-001,3,37,190714101006,1,2652.53759765625
8074-001,3,37,190714101006,1,2652.53759765625
8076-001,3,37,190714101006,1,2652.53759765625
8079-001,3,37,190714101006,1,2652.53759765625
8087-001,3,43,220201106004,1,6185.50146484375
8088-001,3,43,220201106004,1,6185.50146484375
8089-001,3,43,220201106004,1,6185.50146484375
8090-001,3,43,220201106004,1,6185.50146484375
8091-001,3,43,220201106004,1,6185.50146484375
8092-001,3,43,220201106004,1,6185.50146484375
8093-001,3,43,220201106004,1,6185.50146484375
8094-001,3,43,220201106004,1,6185.50146484375
8106-001,3,43,220403104006,1,3338.4091796875
8107-001,3,43,220403104006,1,3338.4091796875
8108-001,3,43,220403104006,1,3338.4091796875
8109-001,3,43,220403104006,1,3338.4091796875
8110-001,3,43,220403104006,1,3338.4091796875
8111-001,3,43,220403104006,1,3338.4091796875
8112-001,3,43,220403104006,1,3338.4091796875
8113-001,3,43,220403104006,1,3338.4091796875
8125-001,2,42,220602201003,2,1623.17944335938
8126-001,2,42,220602201003,2,1623.17944335938
8127-001,2,42,220602201003,2,1623.17944335938
8128-001,2,42,220602201003,2,1623.17944335938
8129-001,2,42,220602201003,2,1623.17944335938
8130-001,2,42,220602201003,2,1623.17944335938
8131-001,2,42,220602201003,2,1623.17944335938
8132-001,2,42,220602201003,2,1623.17944335938
8144-001,2,11,60105302305,2,6321.302734375
8145-001,2,11,60105302305,2,6321.302734375
8146-001,2,11,60105302305,2,6321.302734375
8147-001,2,11,60105302305,2,6321.302734375
8148-001,2,11,60105302305,2,6321.302734375
8149-001,2,11,60105302305,2,6321.302734375
8150-001,2,11,60105302305,2,6321.302734375
8151-001,2,11,60105302305,2,6321.302734375
8163-001,3,12,60115304001,1,2909.34985351563
8164-001,3,12,60115304001,1,2909.34985351563
8167-001,3,12,60115304001,1,2909.34985351563
8168-001,3,12,60115304001,1,2909.34985351563
8169-001,3,12,60115304001,1,2909.34985351563
8170-001,3,12,60115304001,1,2909.34985351563
8171-001,3,12,60115304001,1,2909.34985351563
8173-001,3,12,60115304001,1,2909.34985351563
8182-001,3,12,60408101006,1,4595.06005859375
8183-001,3,12,60408101006,1,4595.06005859375
8184-001,3,12,60408101006,1,4595.06005859375
8185-001,3,12,60408101006,1,4595.06005859375
8186-001,3,12,60408101006,1,4595.06005859375
8187-001,3,12,60408101006,1,4595.06005859375
8188-001,3,12,60408101006,1,4595.06005859375
8189-001,3,12,60408101006,1,4595.06005859375
8201-001,2,11,60508301305,2,2922.66723632813
8202-001,2,11,60508301305,2,2922.66723632813
8203-001,2,11,60508301305,2,2922.66723632813
8204-001,2,11,60508301305,2,2922.66723632813
8205-001,2,11,60508301305,2,2922.66723632813
8206-001,2,11,60508301305,2,2922.66723632813
8208-001,2,11,60508301305,2,2922.66723632813
8213-001,2,11,60508301305,2,2922.66723632813
8220-001,3,29,150209106001,1,4253.05517578125
8221-001,3,29,150209106001,1,4253.05517578125
8222-001,3,29,150209106001,1,4253.05517578125
8223-001,3,29,150209106001,1,4253.05517578125
8224-001,3,29,150209106001,1,4253.05517578125
8225-001,3,29,150209106001,1,4253.05517578125
8227-001,3,29,150209106001,1,4253.05517578125
8228-001,3,29,150209106001,1,4253.05517578125
8239-001,2,28,150312301301,2,3896.208984375
8240-001,2,28,150312301301,2,3896.208984375
8241-001,2,28,150312301301,2,3896.208984375
8242-001,2,28,150312301301,2,3896.208984375
8243-001,2,28,150312301301,2,3896.208984375
8244-001,2,28,150312301301,2,3896.208984375
8245-001,2,28,150312301301,2,3896.208984375
8246-001,2,28,150312301301,2,3896.208984375
8258-001,3,19,100109103002,1,5016.79736328125
8259-001,3,19,100109103002,1,5016.79736328125
8260-001,3,19,100109103002,1,5016.79736328125
8261-001,3,19,100109103002,1,5016.79736328125
8262-001,3,19,100109103002,1,5016.79736328125
8263-001,3,19,100109103002,1,5016.79736328125
8264-001,3,19,100109103002,1,5016.79736328125
8267-001,3,19,100109103002,1,5016.79736328125
8277-001,3,19,100215102002,1,4655.58837890625
8278-001,3,19,100215102002,1,4655.58837890625
8280-001,3,19,100215102002,1,4655.58837890625
8281-001,3,19,100215102002,1,4655.58837890625
8282-001,3,19,100215102002,1,4655.58837890625
8283-001,3,19,100215102002,1,4655.58837890625
8284-001,3,19,100215102002,1,4655.58837890625
8285-001,3,19,100215102002,1,4655.58837890625
8296-001,2,18,100306301316,2,4502.71142578125
8297-001,2,18,100306301316,2,4502.71142578125
8298-001,2,18,100306301316,2,4502.71142578125
8299-001,2,18,100306301316,2,4502.71142578125
8300-001,2,18,100306301316,2,4502.71142578125
8301-001,2,18,100306301316,2,4502.71142578125
8302-001,2,18,100306301316,2,4502.71142578125
8303-001,2,18,100306301316,2,4502.71142578125
8315-001,2,18,100420202003,2,3778.93359375
8316-001,2,18,100420202003,2,3778.93359375
8317-001,2,18,100420202003,2,3778.93359375
8318-001,2,18,100420202003,2,3778.93359375
8320-001,2,18,100420202003,2,3778.93359375
8321-001,2,18,100420202003,2,3778.93359375
8323-001,2,18,100420202003,2,3778.93359375
8325-001,2,18,100420202003,2,3778.93359375
8334-001,3,19,100503106002,1,5611.1171875
8335-001,3,19,100503106002,1,5611.1171875
8336-001,3,19,100503106002,1,5611.1171875
8337-001,3,19,100503106002,1,5611.1171875
8338-001,3,19,100503106002,1,5611.1171875
8339-001,3,19,100503106002,1,5611.1171875
8340-001,3,19,100503106002,1,5611.1171875
8341-001,3,19,100503106002,1,5611.1171875
8353-001,3,33,170204108006,1,2484.9248046875
8354-001,3,33,170204108006,1,2484.9248046875
8355-001,3,33,170204108006,1,2484.9248046875
8356-001,3,33,170204108006,1,2484.9248046875
8357-001,3,33,170204108006,1,2484.9248046875
8358-001,3,33,170204108006,1,2484.9248046875
8359-001,3,33,170204108006,1,2484.9248046875
8360-001,3,33,170204108006,1,2484.9248046875
8372-001,3,33,170303103001,1,2548.83447265625
8373-001,3,33,170303103001,1,2548.83447265625
8374-001,3,33,170303103001,1,2548.83447265625
8375-001,3,33,170303103001,1,2548.83447265625
8376-001,3,33,170303103001,1,2548.83447265625
8377-001,3,33,170303103001,1,2548.83447265625
8378-001,3,33,170303103001,1,2548.83447265625
8379-001,3,33,170303103001,1,2548.83447265625
8391-001,3,33,170320104001,1,2267.36474609375
8392-001,3,33,170320104001,1,2267.36474609375
8393-001,3,33,170320104001,1,2267.36474609375
8394-001,3,33,170320104001,1,2267.36474609375
8395-001,3,33,170320104001,1,2267.36474609375
8396-001,3,33,170320104001,1,2267.36474609375
8397-001,3,33,170320104001,1,2267.36474609375
8398-001,3,33,170320104001,1,2267.36474609375
8410-001,3,33,170411101001,1,3594.54125976563
8411-001,3,33,170411101001,1,3594.54125976563
8412-001,3,33,170411101001,1,3594.54125976563
8413-001,3,33,170411101001,1,3594.54125976563
8414-001,3,33,170411101001,1,3594.54125976563
8415-001,3,33,170411101001,1,3594.54125976563
8416-001,3,33,170411101001,1,3594.54125976563
8417-001,3,33,170411101001,1,3594.54125976563
8429-001,3,33,170428102003,1,1740.48950195313
8430-001,3,33,170428102003,1,1740.48950195313
8431-001,3,33,170428102003,1,1740.48950195313
8432-001,3,33,170428102003,1,1740.48950195313
8433-001,3,33,170428102003,1,1740.48950195313
8434-001,3,33,170428102003,1,1740.48950195313
8435-001,3,33,170428102003,1,1740.48950195313
8436-001,3,33,170428102003,1,1740.48950195313
8448-001,3,33,170510302004,1,2030.79284667969
8449-001,3,33,170510302004,1,2030.79284667969
8450-001,3,33,170510302004,1,2030.79284667969
8451-001,3,33,170510302004,1,2030.79284667969
8452-001,3,33,170510302004,1,2030.79284667969
8453-001,3,33,170510302004,1,2030.79284667969
8454-001,3,33,170510302004,1,2030.79284667969
8455-001,3,33,170510302004,1,2030.79284667969
8467-001,2,32,170514301305,2,2951.04370117188
8468-001,2,32,170514301305,2,2951.04370117188
8470-001,2,32,170514301305,2,2951.04370117188
8471-001,2,32,170514301305,2,2951.04370117188
8472-001,2,32,170514301305,2,2951.04370117188
8474-001,2,32,170514301305,2,2951.04370117188
8476-001,2,32,170514301305,2,2951.04370117188
8477-001,2,32,170514301305,2,2951.04370117188
8486-001,3,47,240107302002,1,2159.3955078125
8487-001,3,47,240107302002,1,2159.3955078125
8488-001,3,47,240107302002,1,2159.3955078125
8489-001,3,47,240107302002,1,2159.3955078125
8490-001,3,47,240107302002,1,2159.3955078125
8491-001,3,47,240107302002,1,2159.3955078125
8492-001,3,47,240107302002,1,2159.3955078125
8493-001,3,47,240107302002,1,2159.3955078125
8505-001,3,47,240121104003,1,2021.14855957031
8506-001,3,47,240121104003,1,2021.14855957031
8507-001,3,47,240121104003,1,2021.14855957031
8508-001,3,47,240121104003,1,2021.14855957031
8509-001,3,47,240121104003,1,2021.14855957031
8510-001,3,47,240121104003,1,2021.14855957031
8511-001,3,47,240121104003,1,2021.14855957031
8512-001,3,47,240121104003,1,2021.14855957031
8524-001,3,47,240215304006,1,2392.59326171875
8525-001,3,47,240215304006,1,2392.59326171875
8526-001,3,47,240215304006,1,2392.59326171875
8527-001,3,47,240215304006,1,2392.59326171875
8528-001,3,47,240215304006,1,2392.59326171875
8529-001,3,47,240215304006,1,2392.59326171875
8530-001,3,47,240215304006,1,2392.59326171875
8531-001,3,47,240215304006,1,2392.59326171875
8543-001,3,47,240312103002,1,1461.89367675781
8544-001,3,47,240312103002,1,1461.89367675781
8545-001,3,47,240312103002,1,1461.89367675781
8546-001,3,47,240312103002,1,1461.89367675781
8547-001,3,47,240312103002,1,1461.89367675781
8548-001,3,47,240312103002,1,1461.89367675781
8549-001,3,47,240312103002,1,1461.89367675781
8550-001,3,47,240312103002,1,1461.89367675781
8562-001,3,47,240408102004,1,1797.94616699219
8563-001,3,47,240408102004,1,1797.94616699219
8564-001,3,47,240408102004,1,1797.94616699219
8565-001,3,47,240408102004,1,1797.94616699219
8566-001,3,47,240408102004,1,1797.94616699219
8567-001,3,47,240408102004,1,1797.94616699219
8568-001,3,47,240408102004,1,1797.94616699219
8569-001,3,47,240408102004,1,1797.94616699219
8581-001,3,47,240424102006,1,2005.41833496094
8582-001,3,47,240424102006,1,2005.41833496094
8583-001,3,47,240424102006,1,2005.41833496094
8584-001,3,47,240424102006,1,2005.41833496094
8585-001,3,47,240424102006,1,2005.41833496094
8586-001,3,47,240424102006,1,2005.41833496094
8587-001,3,47,240424102006,1,2005.41833496094
8588-001,3,47,240424102006,1,2005.41833496094
8600-001,2,46,240506304313,2,2514.849609375
8601-001,2,46,240506304313,2,2514.849609375
8602-001,2,46,240506304313,2,2514.849609375
8603-001,2,46,240506304313,2,2514.849609375
8604-001,2,46,240506304313,2,2514.849609375
8605-001,2,46,240506304313,2,2514.849609375
8606-001,2,46,240506304313,2,2514.849609375
8607-001,2,46,240506304313,2,2514.849609375
8619-001,3,25,130201103002,1,8479.99609375
8620-001,3,25,130201103002,1,8479.99609375
8621-001,3,25,130201103002,1,8479.99609375
8622-001,3,25,130201103002,1,8479.99609375
8623-001,3,25,130201103002,1,8479.99609375
8624-001,3,25,130201103002,1,8479.99609375
8625-001,3,25,130201103002,1,8479.99609375
8626-001,3,25,130201103002,1,8479.99609375
8638-001,2,24,130301302318,2,3034.59008789063
8639-001,2,24,130301302318,2,3034.59008789063
8640-001,2,24,130301302318,2,3034.59008789063
8641-001,2,24,130301302318,2,3034.59008789063
8642-001,2,24,130301302318,2,3034.59008789063
8643-001,2,24,130301302318,2,3034.59008789063
8644-001,2,24,130301302318,2,3034.59008789063
8645-001,2,24,130301302318,2,3034.59008789063
8657-001,3,25,130330304001,1,4734.669921875
8658-001,3,25,130330304001,1,4734.669921875
8659-001,3,25,130330304001,1,4734.669921875
8660-001,3,25,130330304001,1,4734.669921875
8661-001,3,25,130330304001,1,4734.669921875
8662-001,3,25,130330304001,1,4734.669921875
8663-001,3,25,130330304001,1,4734.669921875
8664-001,3,25,130330304001,1,4734.669921875
8676-001,3,25,130612103005,1,6124.3193359375
8677-001,3,25,130612103005,1,6124.3193359375
8678-001,3,25,130612103005,1,6124.3193359375
8679-001,3,25,130612103005,1,6124.3193359375
8680-001,3,25,130612103005,1,6124.3193359375
8681-001,3,25,130612103005,1,6124.3193359375
8682-001,3,25,130612103005,1,6124.3193359375
8683-001,3,25,130612103005,1,6124.3193359375
8695-001,3,27,140115102012,1,2624.70825195313
8696-001,3,27,140115102012,1,2624.70825195313
8697-001,3,27,140115102012,1,2624.70825195313
8698-001,3,27,140115102012,1,2624.70825195313
8699-001,3,27,140115102012,1,2624.70825195313
8700-001,3,27,140115102012,1,2624.70825195313
8701-001,3,27,140115102012,1,2624.70825195313
8702-001,3,27,140115102012,1,2624.70825195313
8714-001,3,27,140132108005,1,2493.66845703125
8715-001,3,27,140132108005,1,2493.66845703125
8716-001,3,27,140132108005,1,2493.66845703125
8717-001,3,27,140132108005,1,2493.66845703125
8718-001,3,27,140132108005,1,2493.66845703125
8719-001,3,27,140132108005,1,2493.66845703125
8720-001,3,27,140132108005,1,2493.66845703125
8722-001,3,27,140132108005,1,2493.66845703125
8733-001,2,26,140201303350,2,3934.60864257813
8734-001,2,26,140201303350,2,3934.60864257813
8735-001,2,26,140201303350,2,3934.60864257813
8736-001,2,26,140201303350,2,3934.60864257813
8737-001,2,26,140201303350,2,3934.60864257813
8738-001,2,26,140201303350,2,3934.60864257813
8739-001,2,26,140201303350,2,3934.60864257813
8740-001,2,26,140201303350,2,3934.60864257813
8753-001,3,27,140216303007,1,2412.90844726563
8754-001,3,27,140216303007,1,2412.90844726563
8755-001,3,27,140216303007,1,2412.90844726563
8756-001,3,27,140216303007,1,2412.90844726563
8757-001,3,27,140216303007,1,2412.90844726563
8758-001,3,27,140216303007,1,2412.90844726563
8759-001,3,27,140216303007,1,2412.90844726563
8762-001,3,27,140216303007,1,2412.90844726563
8771-001,3,27,140305308001,1,1928.419921875
8772-001,3,27,140305308001,1,1928.419921875
8773-001,3,27,140305308001,1,1928.419921875
8774-001,3,27,140305308001,1,1928.419921875
8775-001,3,27,140305308001,1,1928.419921875
8776-001,3,27,140305308001,1,1928.419921875
8777-001,3,27,140305308001,1,1928.419921875
8778-001,3,27,140305308001,1,1928.419921875
8790-001,3,27,140321104001,1,1684.3046875
8791-001,3,27,140321104001,1,1684.3046875
8792-001,3,27,140321104001,1,1684.3046875
8793-001,3,27,140321104001,1,1684.3046875
8794-001,3,27,140321104001,1,1684.3046875
8795-001,3,27,140321104001,1,1684.3046875
8796-001,3,27,140321104001,1,1684.3046875
8797-001,3,27,140321104001,1,1684.3046875
8809-001,3,27,140503102005,1,1842.20837402344
8810-001,3,27,140503102005,1,1842.20837402344
8812-001,3,27,140503102005,1,1842.20837402344
8813-001,3,27,140503102005,1,1842.20837402344
8814-001,3,27,140503102005,1,1842.20837402344
8815-001,3,27,140503102005,1,1842.20837402344
8816-001,3,27,140503102005,1,1842.20837402344
8818-001,3,27,140503102005,1,1842.20837402344
8828-001,3,27,140702104002,1,4225.3828125
8829-001,3,27,140702104002,1,4225.3828125
8830-001,3,27,140702104002,1,4225.3828125
8831-001,3,27,140702104002,1,4225.3828125
8832-001,3,27,140702104002,1,4225.3828125
8833-001,3,27,140702104002,1,4225.3828125
8834-001,3,27,140702104002,1,4225.3828125
8835-001,3,27,140702104002,1,4225.3828125
8847-001,3,27,140714103001,1,2376.77758789063
8848-001,3,27,140714103001,1,2376.77758789063
8849-001,3,27,140714103001,1,2376.77758789063
8850-001,3,27,140714103001,1,2376.77758789063
8851-001,3,27,140714103001,1,2376.77758789063
8853-001,3,27,140714103001,1,2376.77758789063
8854-001,3,27,140714103001,1,2376.77758789063
8857-001,3,27,140714103001,1,2376.77758789063
8866-001,3,8,40119103003,1,4406.78369140625
8867-001,3,8,40119103003,1,4406.78369140625
8868-001,3,8,40119103003,1,4406.78369140625
8869-001,3,8,40119103003,1,4406.78369140625
8870-001,3,8,40119103003,1,4406.78369140625
8871-001,3,8,40119103003,1,4406.78369140625
8872-001,3,8,40119103003,1,4406.78369140625
8873-001,3,8,40119103003,1,4406.78369140625
8885-001,3,8,40205104003,1,6103.42626953125
8886-001,3,8,40205104003,1,6103.42626953125
8887-001,3,8,40205104003,1,6103.42626953125
8888-001,3,8,40205104003,1,6103.42626953125
8889-001,3,8,40205104003,1,6103.42626953125
8890-001,3,8,40205104003,1,6103.42626953125
8891-001,3,8,40205104003,1,6103.42626953125
8892-001,3,8,40205104003,1,6103.42626953125
8904-001,3,8,40323104002,1,4623.345703125
8905-001,3,8,40323104002,1,4623.345703125
8906-001,3,8,40323104002,1,4623.345703125
8907-001,3,8,40323104002,1,4623.345703125
8908-001,3,8,40323104002,1,4623.345703125
8909-001,3,8,40323104002,1,4623.345703125
8910-001,3,8,40323104002,1,4623.345703125
8911-001,3,8,40323104002,1,4623.345703125
8923-001,2,7,40502202005,2,6087.1806640625
8924-001,2,7,40502202005,2,6087.1806640625
8925-001,2,7,40502202005,2,6087.1806640625
8926-001,2,7,40502202005,2,6087.1806640625
8927-001,2,7,40502202005,2,6087.1806640625
8928-001,2,7,40502202005,2,6087.1806640625
8929-001,2,7,40502202005,2,6087.1806640625
8930-001,2,7,40502202005,2,6087.1806640625
8942-001,3,8,40613103001,1,4839.2509765625
8943-001,3,8,40613103001,1,4839.2509765625
8944-001,3,8,40613103001,1,4839.2509765625
8945-001,3,8,40613103001,1,4839.2509765625
8946-001,3,8,40613103001,1,4839.2509765625
8947-001,3,8,40613103001,1,4839.2509765625
8948-001,3,8,40613103001,1,4839.2509765625
8949-001,3,8,40613103001,1,4839.2509765625
8961-001,3,8,40720105002,1,3067.39916992188
8962-001,3,8,40720105002,1,3067.39916992188
8963-001,3,8,40720105002,1,3067.39916992188
8964-001,3,8,40720105002,1,3067.39916992188
8965-001,3,8,40720105002,1,3067.39916992188
8966-001,3,8,40720105002,1,3067.39916992188
8967-001,3,8,40720105002,1,3067.39916992188
8968-001,3,8,40720105002,1,3067.39916992188
